
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
6.82848	2.44791	1.5
7.16307	2.54044	1.5
7.29705	2.67374	1.5
7.38175	2.74292	1.5
7.43916	2.78398	1.5
7.40278	2.79851	1.5
7.40278	2.79851	1.5
7.24457	2.72972	1.5
7.24457	2.72972	1.5
6.80742	2.47997	1.5
6.36505	2.20574	1.5
6.36505	2.20574	1.5
5.86377	1.95865	1.5
5.53041	1.95167	1.5
5.3788	2.01894	1.5
5.15205	1.99119	1.5
4.90524	1.98443	1.5
4.64439	2.04598	1.5
4.64439	2.04598	1.5
4.32188	2.07422	1.5
4.13067	2.07881	1.5
3.92783	2.09576	1.5
3.78924	2.1282	1.5
3.64843	2.15738	1.5
3.48846	2.1645	1.5
3.32786	2.14302	1.5
3.18523	2.18851	1.5
3.06233	2.31321	1.5
2.98316	2.40737	1.5
2.90801	2.4341	1.5
2.82334	2.48312	1.5
2.74775	2.51798	1.5
2.60947	2.46251	1.5
2.45314	2.48293	1.5
2.31335	2.60963	1.5
2.20009	2.72285	1.5
2.09537	2.77264	1.5
2.09537	2.77264	1.5
1.8897	2.78097	1.5
1.78139	2.76953	1.5
1.6785	2.77407	1.5
1.55402	2.72605	1.5
1.45524	2.60607	1.5
1.42073	2.49031	1.5
1.37734	2.47011	1.5
1.3049	2.50335	1.5
1.22915	2.51552	1.5
1.15292	2.5313	1.5
1.10519	2.62663	1.5
1.10328	2.74639	1.5
1.17048	2.85107	1.5
1.26918	2.93709	1.5
1.33788	2.97508	1.5
1.39833	3.03102	1.5
1.49037	3.1306	1.5
1.624	3.27649	1.5
1.76162	3.37909	1.5
1.88604	3.35817	1.5
2.00899	3.26884	1.5
2.16999	3.20925	1.5
2.32821	3.1	1.5
2.48233	2.96213	1.5
2.66521	2.85089	1.5
2.85892	2.74717	1.5
3.07027	2.69306	1.5
3.19843	2.71418	1.5
3.40075	2.75293	1.5
3.57848	2.7749	1.5
3.75234	2.71128	1.5
3.92352	2.61337	1.5
4.07327	2.53497	1.5
4.17055	2.42399	1.5
4.25844	2.26586	1.5
4.35108	2.21893	1.5
4.4129	2.1825	1.5
4.4129	2.1825	1.5
4.4129	2.1825	1.5
4.55528	2.08041	1.5
4.65308	2.10232	1.5
4.65308	2.10232	1.5
4.89278	2.18355	1.5
5.08627	2.29139	1.5
5.19478	2.30874	1.5
5.19478	2.30874	1.5
5.42474	2.2537	1.5
5.60363	2.17632	1.5
5.77258	2.16904	1.5
6.03827	2.214	1.5
6.09795	2.24094	1.5
6.11217	2.333	1.5
6.17376	2.4327	1.5
6.2265	2.54061	1.5
6.31231	2.6479	1.5
6.4241	2.71822	1.5
6.52249	2.76628	1.5
6.64135	2.74424	1.5
6.8134	2.67003	1.5
6.97555	2.61738	1.5
7.11146	2.65243	1.5
7.34378	2.68604	1.5
7.50209	2.69873	1.5
7.66007	2.68898	1.5
7.85466	2.56945	1.5
7.96735	2.34541	1.5
