6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
6.87793	2.79897	1.5
7.01677	2.39098	1.5
7.01608	2.16359	1.5
7.00685	2.04786	1.5
7.01474	1.95813	1.5
7.03224	1.89076	1.5
7.05346	1.82441	1.5
7.03462	1.8201	1.5
6.98228	1.85683	1.5
6.93063	1.90921	1.5
6.91296	1.96965	1.5
6.91551	1.99283	1.5
6.9261	1.98869	1.5
6.93775	1.98572	1.5
6.94586	1.98933	1.5
6.9429	1.98039	1.5
6.92546	1.98967	1.5
6.91565	2.00173	1.5
6.92597	2.02215	1.5
6.95131	2.03911	1.5
6.97845	2.0351	1.5
6.99405	2.04694	1.5
6.98744	2.04786	1.5
6.9546	2.04487	1.5
6.94237	2.05165	1.5
6.96432	2.07087	1.5
6.95771	2.09519	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
6.94568	2.09552	1.5
